chapter_folder,word_number,type,english,french,relative_path
02_Pronouns_Articles_Etre,51,sentence1,I have a dog.,J'ai un chien.,02_Pronouns_Articles_Etre/051_a_ex1.m4a
02_Pronouns_Articles_Etre,51,sentence2,She bought a new car.,Elle a acheté une nouvelle voiture.,02_Pronouns_Articles_Etre/051_a_ex2.m4a
02_Pronouns_Articles_Etre,52,word,an,un / une,02_Pronouns_Articles_Etre/052_an.m4a
02_Pronouns_Articles_Etre,52,sentence1,I ate an apple.,J'ai mangé une pomme.,02_Pronouns_Articles_Etre/052_an_ex1.m4a
02_Pronouns_Articles_Etre,52,sentence2,She is an engineer.,Elle est ingénieure.,02_Pronouns_Articles_Etre/052_an_ex2.m4a
02_Pronouns_Articles_Etre,53,word,the,le / la / les,02_Pronouns_Articles_Etre/053_the.m4a
02_Pronouns_Articles_Etre,53,sentence1,The sun is shining.,Le soleil brille.,02_Pronouns_Articles_Etre/053_the_ex1.m4a
02_Pronouns_Articles_Etre,53,sentence2,The children are playing outside.,Les enfants jouent dehors.,02_Pronouns_Articles_Etre/053_the_ex2.m4a
02_Pronouns_Articles_Etre,54,word,and,et,02_Pronouns_Articles_Etre/054_and.m4a
02_Pronouns_Articles_Etre,54,sentence1,I like tea and coffee.,J'aime le thé et le café.,02_Pronouns_Articles_Etre/054_and_ex1.m4a
02_Pronouns_Articles_Etre,54,sentence2,She is smart and kind.,Elle est intelligente et gentille.,02_Pronouns_Articles_Etre/054_and_ex2.m4a
02_Pronouns_Articles_Etre,55,word,or,ou,02_Pronouns_Articles_Etre/055_or.m4a
02_Pronouns_Articles_Etre,55,sentence1,Do you want tea or coffee?,Veux-tu du thé ou du café ?,02_Pronouns_Articles_Etre/055_or_ex1.m4a
02_Pronouns_Articles_Etre,55,sentence2,You can walk or take the bus.,Tu peux marcher ou prendre le bus.,02_Pronouns_Articles_Etre/055_or_ex2.m4a
02_Pronouns_Articles_Etre,56,word,but,mais,02_Pronouns_Articles_Etre/056_but.m4a
02_Pronouns_Articles_Etre,56,sentence1,"I want to go, but I'm tired.","Je veux y aller, mais je suis fatigué.",02_Pronouns_Articles_Etre/056_but_ex1.m4a
02_Pronouns_Articles_Etre,56,sentence2,She is small but strong.,Elle est petite mais forte.,02_Pronouns_Articles_Etre/056_but_ex2.m4a
02_Pronouns_Articles_Etre,57,word,so,donc / alors,02_Pronouns_Articles_Etre/057_so.m4a
02_Pronouns_Articles_Etre,57,sentence1,"I was tired, so I went to bed.","J'étais fatigué, alors je suis allé me coucher.",02_Pronouns_Articles_Etre/057_so_ex1.m4a
02_Pronouns_Articles_Etre,57,sentence2,"It was raining, so we stayed home.","Il pleuvait, donc nous sommes restés à la maison.",02_Pronouns_Articles_Etre/057_so_ex2.m4a
02_Pronouns_Articles_Etre,58,word,because,parce que,02_Pronouns_Articles_Etre/058_because.m4a
02_Pronouns_Articles_Etre,58,sentence1,I stayed home because I was sick.,Je suis resté à la maison parce que j'étais malade.,02_Pronouns_Articles_Etre/058_because_ex1.m4a
02_Pronouns_Articles_Etre,58,sentence2,She smiled because she was happy.,Elle a souri parce qu'elle était heureuse.,02_Pronouns_Articles_Etre/058_because_ex2.m4a
02_Pronouns_Articles_Etre,59,word,if,si,02_Pronouns_Articles_Etre/059_if.m4a
02_Pronouns_Articles_Etre,59,sentence1,"If it rains, we will stay home.","S'il pleut, nous resterons à la maison.",02_Pronouns_Articles_Etre/059_if_ex1.m4a
02_Pronouns_Articles_Etre,59,sentence2,I will help you if you need it.,Je t'aiderai si tu en as besoin.,02_Pronouns_Articles_Etre/059_if_ex2.m4a
02_Pronouns_Articles_Etre,60,word,although,bien que,02_Pronouns_Articles_Etre/060_although.m4a
02_Pronouns_Articles_Etre,60,sentence1,"Although it was raining, we went out.","Bien qu'il pleuve, nous sommes sortis.",02_Pronouns_Articles_Etre/060_although_ex1.m4a
02_Pronouns_Articles_Etre,60,sentence2,"Although she was tired, she finished the work.","Bien qu'elle soit fatiguée, elle a fini le travail.",02_Pronouns_Articles_Etre/060_although_ex2.m4a
02_Pronouns_Articles_Etre,61,word,while,pendant que,02_Pronouns_Articles_Etre/061_while.m4a
02_Pronouns_Articles_Etre,61,sentence1,I read a book while waiting for the bus.,J'ai lu un livre pendant que j'attendais le bus.,02_Pronouns_Articles_Etre/061_while_ex1.m4a
02_Pronouns_Articles_Etre,61,sentence2,She called me while I was cooking.,Elle m'a appelé pendant que je cuisinais.,02_Pronouns_Articles_Etre/061_while_ex2.m4a
02_Pronouns_Articles_Etre,62,word,when,quand,02_Pronouns_Articles_Etre/062_when.m4a
02_Pronouns_Articles_Etre,62,sentence1,When did you arrive?,Quand es-tu arrivé ?,02_Pronouns_Articles_Etre/062_when_ex1.m4a
02_Pronouns_Articles_Etre,62,sentence2,I will call you when I get home.,Je t'appellerai quand je rentrerai à la maison.,02_Pronouns_Articles_Etre/062_when_ex2.m4a
02_Pronouns_Articles_Etre,63,word,where,où,02_Pronouns_Articles_Etre/063_where.m4a
02_Pronouns_Articles_Etre,63,sentence1,Where do you live?,Où habites-tu ?,02_Pronouns_Articles_Etre/063_where_ex1.m4a
02_Pronouns_Articles_Etre,63,sentence2,I don't know where she is.,Je ne sais pas où elle est.,02_Pronouns_Articles_Etre/063_where_ex2.m4a
02_Pronouns_Articles_Etre,64,word,why,pourquoi,02_Pronouns_Articles_Etre/064_why.m4a
02_Pronouns_Articles_Etre,64,sentence1,Why are you late?,Pourquoi es-tu en retard ?,02_Pronouns_Articles_Etre/064_why_ex1.m4a
02_Pronouns_Articles_Etre,64,sentence2,I don't know why she left.,Je ne sais pas pourquoi elle est partie.,02_Pronouns_Articles_Etre/064_why_ex2.m4a
02_Pronouns_Articles_Etre,65,word,how,comment,02_Pronouns_Articles_Etre/065_how.m4a
02_Pronouns_Articles_Etre,65,sentence1,How are you today?,Comment vas-tu aujourd'hui ?,02_Pronouns_Articles_Etre/065_how_ex1.m4a
02_Pronouns_Articles_Etre,65,sentence2,How do you make this dish?,Comment prépares-tu ce plat ?,02_Pronouns_Articles_Etre/065_how_ex2.m4a
02_Pronouns_Articles_Etre,66,word,than,que (comparaison),02_Pronouns_Articles_Etre/066_than.m4a
02_Pronouns_Articles_Etre,66,sentence1,She is taller than me.,Elle est plus grande que moi.,02_Pronouns_Articles_Etre/066_than_ex1.m4a
02_Pronouns_Articles_Etre,66,sentence2,This book is more interesting than that one.,Ce livre est plus intéressant que celui-là.,02_Pronouns_Articles_Etre/066_than_ex2.m4a
02_Pronouns_Articles_Etre,67,word,as,comme,02_Pronouns_Articles_Etre/067_as.m4a
02_Pronouns_Articles_Etre,67,sentence1,She works as a teacher.,Elle travaille comme professeure.,02_Pronouns_Articles_Etre/067_as_ex1.m4a
02_Pronouns_Articles_Etre,67,sentence2,"As I said, the plan changed.","Comme je l'ai dit, le plan a changé.",02_Pronouns_Articles_Etre/067_as_ex2.m4a
02_Pronouns_Articles_Etre,68,word,that (conj.),que,02_Pronouns_Articles_Etre/068_that_conj.m4a
02_Pronouns_Articles_Etre,68,sentence1,I think that she is right.,Je pense qu'elle a raison.,02_Pronouns_Articles_Etre/068_that_conj_ex1.m4a
02_Pronouns_Articles_Etre,68,sentence2,She said that she would come.,Elle a dit qu'elle viendrait.,02_Pronouns_Articles_Etre/068_that_conj_ex2.m4a
02_Pronouns_Articles_Etre,69,word,whether,si (indirect),02_Pronouns_Articles_Etre/069_whether.m4a
02_Pronouns_Articles_Etre,69,sentence1,I don't know whether she will come.,Je ne sais pas si elle viendra.,02_Pronouns_Articles_Etre/069_whether_ex1.m4a
02_Pronouns_Articles_Etre,69,sentence2,She asked whether I was ready.,Elle a demandé si j'étais prêt.,02_Pronouns_Articles_Etre/069_whether_ex2.m4a
02_Pronouns_Articles_Etre,70,word,unless,à moins que,02_Pronouns_Articles_Etre/070_unless.m4a
02_Pronouns_Articles_Etre,70,sentence1,I won't go unless you come with me.,Je n'irai pas à moins que tu viennes avec moi.,02_Pronouns_Articles_Etre/070_unless_ex1.m4a
02_Pronouns_Articles_Etre,70,sentence2,"Unless it rains, we will have the picnic.","À moins qu'il ne pleuve, nous ferons le pique-nique.",02_Pronouns_Articles_Etre/070_unless_ex2.m4a
03_Prepositions_Building_Sentences,71,word,in,dans,03_Prepositions_Building_Sentences/071_in.m4a
03_Prepositions_Building_Sentences,71,sentence1,I live in Paris.,J'habite à Paris.,03_Prepositions_Building_Sentences/071_in_ex1.m4a
03_Prepositions_Building_Sentences,71,sentence2,The book is in my bag.,Le livre est dans mon sac.,03_Prepositions_Building_Sentences/071_in_ex2.m4a
03_Prepositions_Building_Sentences,72,word,on,sur,03_Prepositions_Building_Sentences/072_on.m4a
03_Prepositions_Building_Sentences,72,sentence1,The book is on the table.,Le livre est sur la table.,03_Prepositions_Building_Sentences/072_on_ex1.m4a
03_Prepositions_Building_Sentences,72,sentence2,We met on Monday.,Nous nous sommes rencontrés lundi.,03_Prepositions_Building_Sentences/072_on_ex2.m4a
03_Prepositions_Building_Sentences,73,word,at,à,03_Prepositions_Building_Sentences/073_at.m4a
03_Prepositions_Building_Sentences,73,sentence1,I am at home.,Je suis à la maison.,03_Prepositions_Building_Sentences/073_at_ex1.m4a
03_Prepositions_Building_Sentences,73,sentence2,We arrived at noon.,Nous sommes arrivés à midi.,03_Prepositions_Building_Sentences/073_at_ex2.m4a
03_Prepositions_Building_Sentences,74,word,to,à / vers,03_Prepositions_Building_Sentences/074_to.m4a
03_Prepositions_Building_Sentences,74,sentence1,I am going to school.,Je vais à l'école.,03_Prepositions_Building_Sentences/074_to_ex1.m4a
03_Prepositions_Building_Sentences,74,sentence2,She gave the book to me.,Elle m'a donné le livre.,03_Prepositions_Building_Sentences/074_to_ex2.m4a
03_Prepositions_Building_Sentences,75,word,from,de / depuis,03_Prepositions_Building_Sentences/075_from.m4a
03_Prepositions_Building_Sentences,75,sentence1,I am from Canada.,Je viens du Canada.,03_Prepositions_Building_Sentences/075_from_ex1.m4a
03_Prepositions_Building_Sentences,75,sentence2,She received a letter from her sister.,Elle a reçu une lettre de sa sœur.,03_Prepositions_Building_Sentences/075_from_ex2.m4a
03_Prepositions_Building_Sentences,76,word,with,avec,03_Prepositions_Building_Sentences/076_with.m4a
03_Prepositions_Building_Sentences,76,sentence1,I live with my family.,J'habite avec ma famille.,03_Prepositions_Building_Sentences/076_with_ex1.m4a
03_Prepositions_Building_Sentences,76,sentence2,She traveled with her friends.,Elle a voyagé avec ses amis.,03_Prepositions_Building_Sentences/076_with_ex2.m4a
03_Prepositions_Building_Sentences,77,word,without,sans,03_Prepositions_Building_Sentences/077_without.m4a
03_Prepositions_Building_Sentences,77,sentence1,I can't live without coffee.,Je ne peux pas vivre sans café.,03_Prepositions_Building_Sentences/077_without_ex1.m4a
03_Prepositions_Building_Sentences,77,sentence2,She left without saying goodbye.,Elle est partie sans dire au revoir.,03_Prepositions_Building_Sentences/077_without_ex2.m4a
03_Prepositions_Building_Sentences,78,word,for,pour,03_Prepositions_Building_Sentences/078_for.m4a
03_Prepositions_Building_Sentences,78,sentence1,This gift is for you.,Ce cadeau est pour toi.,03_Prepositions_Building_Sentences/078_for_ex1.m4a
03_Prepositions_Building_Sentences,78,sentence2,I bought flowers for my mother.,J'ai acheté des fleurs pour ma mère.,03_Prepositions_Building_Sentences/078_for_ex2.m4a
03_Prepositions_Building_Sentences,79,word,of,de,03_Prepositions_Building_Sentences/079_of.m4a
03_Prepositions_Building_Sentences,79,sentence1,This is a picture of my family.,C'est une photo de ma famille.,03_Prepositions_Building_Sentences/079_of_ex1.m4a
03_Prepositions_Building_Sentences,79,sentence2,I drank a glass of water.,J'ai bu un verre d'eau.,03_Prepositions_Building_Sentences/079_of_ex2.m4a
03_Prepositions_Building_Sentences,80,word,about,à propos de / environ,03_Prepositions_Building_Sentences/080_about.m4a
03_Prepositions_Building_Sentences,80,sentence1,I am thinking about my future.,Je pense à mon avenir.,03_Prepositions_Building_Sentences/080_about_ex1.m4a
03_Prepositions_Building_Sentences,80,sentence2,Tell me about your trip.,Parle-moi de ton voyage.,03_Prepositions_Building_Sentences/080_about_ex2.m4a
03_Prepositions_Building_Sentences,81,word,against,contre,03_Prepositions_Building_Sentences/081_against.m4a
03_Prepositions_Building_Sentences,81,sentence1,They played against a strong team.,Ils ont joué contre une équipe forte.,03_Prepositions_Building_Sentences/081_against_ex1.m4a
03_Prepositions_Building_Sentences,81,sentence2,I lean against the wall.,Je m'appuie contre le mur.,03_Prepositions_Building_Sentences/081_against_ex2.m4a
03_Prepositions_Building_Sentences,82,word,between,entre,03_Prepositions_Building_Sentences/082_between.m4a
03_Prepositions_Building_Sentences,82,sentence1,The book is between the lamp and the clock.,Le livre est entre la lampe et l'horloge.,03_Prepositions_Building_Sentences/082_between_ex1.m4a
03_Prepositions_Building_Sentences,82,sentence2,There is a strong friendship between them.,Il y a une forte amitié entre eux.,03_Prepositions_Building_Sentences/082_between_ex2.m4a
03_Prepositions_Building_Sentences,83,word,among,parmi,03_Prepositions_Building_Sentences/083_among.m4a
03_Prepositions_Building_Sentences,83,sentence1,She is among the best students.,Elle est parmi les meilleurs étudiants.,03_Prepositions_Building_Sentences/083_among_ex1.m4a
03_Prepositions_Building_Sentences,83,sentence2,The house is hidden among the trees.,La maison est cachée parmi les arbres.,03_Prepositions_Building_Sentences/083_among_ex2.m4a
03_Prepositions_Building_Sentences,84,word,through,à travers,03_Prepositions_Building_Sentences/084_through.m4a
03_Prepositions_Building_Sentences,84,sentence1,We walked through the forest.,Nous avons marché à travers la forêt.,03_Prepositions_Building_Sentences/084_through_ex1.m4a
03_Prepositions_Building_Sentences,84,sentence2,Light came through the window.,La lumière entrait par la fenêtre.,03_Prepositions_Building_Sentences/084_through_ex2.m4a
03_Prepositions_Building_Sentences,85,word,during,pendant,03_Prepositions_Building_Sentences/085_during.m4a
03_Prepositions_Building_Sentences,85,sentence1,I fell asleep during the movie.,Je me suis endormi pendant le film.,03_Prepositions_Building_Sentences/085_during_ex1.m4a
03_Prepositions_Building_Sentences,85,sentence2,We traveled during the summer.,Nous avons voyagé pendant l'été.,03_Prepositions_Building_Sentences/085_during_ex2.m4a
03_Prepositions_Building_Sentences,86,word,before,avant,03_Prepositions_Building_Sentences/086_before.m4a
03_Prepositions_Building_Sentences,86,sentence1,I always drink coffee before work.,Je bois toujours du café avant le travail.,03_Prepositions_Building_Sentences/086_before_ex1.m4a
03_Prepositions_Building_Sentences,86,sentence2,She arrived before me.,Elle est arrivée avant moi.,03_Prepositions_Building_Sentences/086_before_ex2.m4a
03_Prepositions_Building_Sentences,87,word,after,après,03_Prepositions_Building_Sentences/087_after.m4a
03_Prepositions_Building_Sentences,87,sentence1,We will eat after the movie.,Nous mangerons après le film.,03_Prepositions_Building_Sentences/087_after_ex1.m4a
03_Prepositions_Building_Sentences,87,sentence2,She called me after work.,Elle m'a appelé après le travail.,03_Prepositions_Building_Sentences/087_after_ex2.m4a
03_Prepositions_Building_Sentences,88,word,above,au-dessus de,03_Prepositions_Building_Sentences/088_above.m4a
03_Prepositions_Building_Sentences,88,sentence1,The bird flew above the clouds.,L'oiseau a volé au-dessus des nuages.,03_Prepositions_Building_Sentences/088_above_ex1.m4a
03_Prepositions_Building_Sentences,88,sentence2,The picture hangs above the sofa.,Le tableau est accroché au-dessus du canapé.,03_Prepositions_Building_Sentences/088_above_ex2.m4a
03_Prepositions_Building_Sentences,89,word,below,en dessous de,03_Prepositions_Building_Sentences/089_below.m4a
03_Prepositions_Building_Sentences,89,sentence1,The temperature dropped below zero.,La température est tombée en dessous de zéro.,03_Prepositions_Building_Sentences/089_below_ex1.m4a
03_Prepositions_Building_Sentences,89,sentence2,The valley lies below the mountain.,La vallée se trouve en dessous de la montagne.,03_Prepositions_Building_Sentences/089_below_ex2.m4a
03_Prepositions_Building_Sentences,90,word,under,sous,03_Prepositions_Building_Sentences/090_under.m4a
03_Prepositions_Building_Sentences,90,sentence1,The cat is sleeping under the table.,Le chat dort sous la table.,03_Prepositions_Building_Sentences/090_under_ex1.m4a
03_Prepositions_Building_Sentences,90,sentence2,We sat under a tree.,Nous étions assis sous un arbre.,03_Prepositions_Building_Sentences/090_under_ex2.m4a
03_Prepositions_Building_Sentences,91,word,over,par-dessus / au-dessus,03_Prepositions_Building_Sentences/091_over.m4a
03_Prepositions_Building_Sentences,91,sentence1,The plane flew over the ocean.,L'avion a survolé l'océan.,03_Prepositions_Building_Sentences/091_over_ex1.m4a
03_Prepositions_Building_Sentences,91,sentence2,She jumped over the fence.,Elle a sauté par-dessus la clôture.,03_Prepositions_Building_Sentences/091_over_ex2.m4a
03_Prepositions_Building_Sentences,92,word,behind,derrière,03_Prepositions_Building_Sentences/092_behind.m4a
03_Prepositions_Building_Sentences,92,sentence1,The garden is behind the house.,Le jardin est derrière la maison.,03_Prepositions_Building_Sentences/092_behind_ex1.m4a
03_Prepositions_Building_Sentences,92,sentence2,She hid behind the door.,Elle s'est cachée derrière la porte.,03_Prepositions_Building_Sentences/092_behind_ex2.m4a
03_Prepositions_Building_Sentences,93,word,in front of,devant,03_Prepositions_Building_Sentences/093_in_front_of.m4a
03_Prepositions_Building_Sentences,93,sentence1,The car is parked in front of the house.,La voiture est garée devant la maison.,03_Prepositions_Building_Sentences/093_in_front_of_ex1.m4a
03_Prepositions_Building_Sentences,93,sentence2,She stood in front of the mirror.,Elle se tenait devant le miroir.,03_Prepositions_Building_Sentences/093_in_front_of_ex2.m4a
03_Prepositions_Building_Sentences,94,word,near,près de,03_Prepositions_Building_Sentences/094_near.m4a
03_Prepositions_Building_Sentences,94,sentence1,I live near the park.,J'habite près du parc.,03_Prepositions_Building_Sentences/094_near_ex1.m4a
03_Prepositions_Building_Sentences,94,sentence2,The store is near my house.,Le magasin est près de chez moi.,03_Prepositions_Building_Sentences/094_near_ex2.m4a
03_Prepositions_Building_Sentences,95,word,far from,loin de,03_Prepositions_Building_Sentences/095_far_from.m4a
03_Prepositions_Building_Sentences,95,sentence1,My house is far from here.,Ma maison est loin d'ici.,03_Prepositions_Building_Sentences/095_far_from_ex1.m4a
03_Prepositions_Building_Sentences,95,sentence2,We live far from the city.,Nous habitons loin de la ville.,03_Prepositions_Building_Sentences/095_far_from_ex2.m4a
03_Prepositions_Building_Sentences,96,word,into,dans / à l'intérieur de,03_Prepositions_Building_Sentences/096_into.m4a
03_Prepositions_Building_Sentences,96,sentence1,She walked into the room.,Elle est entrée dans la pièce.,03_Prepositions_Building_Sentences/096_into_ex1.m4a
03_Prepositions_Building_Sentences,96,sentence2,I poured water into the glass.,J'ai versé de l'eau dans le verre.,03_Prepositions_Building_Sentences/096_into_ex2.m4a
03_Prepositions_Building_Sentences,97,word,out of,hors de,03_Prepositions_Building_Sentences/097_out_of.m4a
